INSTNM,LATITUDE,LONGITUDE
Laramie County Community College,41.104288,-104.778789
Northwest College,44.760656,-108.761853
Northern Wyoming Community College District,44.763926,-106.941105
Western Wyoming Community College,41.590964,-109.237126
Cheeks Beauty Academy,41.134123,-104.816751
WyoTech,41.30354,-105.621161
University of Wyoming,41.311773,-105.57931
American Samoa Community College,-14.322636,-170.742774
Guam Community College,13.440649,144.808944
University of Guam,13.433047,144.803978
Northern Marianas College,15.152247,145.721733
Institute of Beauty Careers,18.468413,-66.719492
Educational Technical College-Recinto de Bayamon,18.398885,-66.151679
American University of Puerto Rico,18.407058,-66.186631
American University of Puerto Rico,18.434072,-66.478655
Antilles School of Technical Careers,18.438416,-66.059206
Universidad Adventista de las Antillas,18.205329,-67.112632
Atlantic University College,18.357395,-66.111714
Universidad Central de Bayamon,18.398864,-66.180773
Columbia Central University-Caguas,18.22329,-66.022543
Carlos Albizu University-San Juan,18.466573,-66.113908
Caribbean University-Bayamon,18.383136,-66.168315
Caribbean University-Carolina,18.380193,-65.960036
Pontifical Catholic University of Puerto Rico-Arecibo,18.446006,-66.679114
Pontifical Catholic University of Puerto Rico-Ponce,18.00165,-66.617138
CEM College-San Juan,18.393955,-66.035797
Universidad Teologica del Caribe,18.373928,-66.010617
Colegio Universitario de San Juan,18.428528,-66.066529
Universidad Ana G. Mendez-Cupey Campus,18.387183,-66.061647
Conservatory of Music of Puerto Rico,18.454016,-66.078811
Center for Advanced Studies On Puerto Rico and the Caribbean,18.466567,-66.11841
EDP University of Puerto Rico Inc-San Sebastian,18.334858,-66.990909
Emma's Beauty Academy-Mayaguez,18.200082,-67.141725
Escuela de Artes Plasticas y Diseno de Puerto Rico,18.46778,-66.121348
Instituto Tecnologico de Puerto Rico-Recinto de Manati,18.432962,-66.472476
Huertas College,18.236147,-66.025572
Humacao Community College,18.148274,-65.826857
ICPR Junior College-Arecibo,18.478059,-66.759324
ICPR Junior College-Mayaguez,18.202277,-67.144762
Richport Technical College,18.249934,-65.983829
Instituto de Banca y Comercio Inc,18.385053,-66.107393
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,17.977897,-66.118728
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,17.999381,-66.629804
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,18.411097,-66.016003
Inter American University of Puerto Rico-San German,18.08353,-67.05082
Inter American University of Puerto Rico-Aguadilla,18.467886,-67.121671
Inter American University of Puerto Rico-Arecibo,18.47509,-66.75901
Inter American University of Puerto Rico-Barranquitas,18.182777,-66.303153
Inter American University of Puerto Rico-Metro,18.368988,-66.077711
Inter American University of Puerto Rico-Ponce,18.007388,-66.578498
Inter American University of Puerto Rico-Fajardo,18.329222,-65.648052
Inter American University of Puerto Rico-Guayama,17.96635,-66.108164
Inter American University of Puerto Rico-Bayamon,18.351631,-66.182473
Inter American University of Puerto Rico-School of Law,18.428085,-66.072695
International Technical College,18.416999,-66.057312
Liceo de Arte y Tecnologia,18.421013,-66.056421
Modern Hairstyling Institute-Bayamon,18.400061,-66.155872
Modern Hairstyling Institute-Arecibo,18.47582,-66.754059
National University College,18.396872,-66.157027
Ponce Paramedical College Inc,18.008256,-66.589719
Ponce Health Sciences University,17.993242,-66.620343
University of Puerto Rico-Aguadilla,18.498652,-67.13793
University of Puerto Rico-Arecibo,18.469199,-66.74114
University of Puerto Rico-Bayamon,18.371398,-66.143541
University of Puerto Rico-Carolina,18.392069,-65.990165
University of Puerto Rico-Cayey,18.11882,-66.162066
University of Puerto Rico-Humacao,18.146589,-65.838602
University of Puerto Rico-Utuado,18.254577,-66.721667
University of Puerto Rico-Mayaguez,18.211142,-67.139172
University of Puerto Rico-Medical Sciences,18.396548,-66.074894
University of Puerto Rico-Ponce,17.993314,-66.606215
University of Puerto Rico-Rio Piedras,18.402826,-66.050009
Universidad Ana G. Mendez-Carolina Campus,18.414805,-65.983869
Universidad del Sagrado Corazon,18.441166,-66.059617
Seminario Evangelico de Puerto Rico,18.407003,-66.052816
Universidad Central Del Caribe,18.366171,-66.153758
Universidad Politecnica de Puerto Rico,18.422195,-66.056084
Pontifical Catholic University of Puerto Rico-Mayaguez,18.182375,-67.145695
Universidad Ana G. Mendez-Gurabo Campus,18.239647,-66.006259
College of Micronesia-FSM,6.909759,158.158189
Palau Community College,7.343177,134.473744
University of the Virgin Islands,18.344193,-64.972866
Stanford University,37.429434,-122.167359
Purdue University-Main Campus,40.428206,-86.914435
Blue Hills Regional Technical School,42.18221,-71.104081
Parker University,32.880335,-96.893564
EDP University of Puerto Rico Inc-San Juan,18.415375,-66.055403
ICPR Junior College-General Institutional,18.415291,-66.05712
City College-Fort Lauderdale,26.187467,-80.1705
Meridian College,27.380724,-82.425309
Georgia State University-Perimeter College,33.753426,-84.385712
Georgia Piedmont Technical College,33.789898,-84.234504
Cortiva Institute-Chicago,41.882813,-87.627407
ETI School of Skilled Trades,41.748334,-87.936249
Trend Setters' Academy of Beauty Culture-Elizabethtown,37.703008,-85.882526
Traxlers School of Hair,32.268023,-90.261863
Metro Business College-Rolla,37.937304,-91.754581
Metro Business College-Jefferson City,38.588967,-92.250014
Warren County Community College,40.744812,-75.018309
St. John's College,35.666974,-105.912478
Bais Medrash Elyon,41.114079,-74.069798
Antioch University-Los Angeles,33.988533,-118.384458
Antioch University-Santa Barbara,34.419203,-119.6958
Antioch University-New England,42.932344,-72.293798
Antioch University-Seattle,47.615916,-122.346318
Antioch University-Midwest,39.80321,-83.908684
Mid-America Christian University,35.347785,-97.578297
Platt College,36.109468,-95.903824
Ponca City Beauty College,36.73957,-97.06801
Francis Tuttle Technology Center,35.60052,-97.640672
Central Technology Center,35.994261,-96.585322
Carrington College-Portland,45.532356,-122.653583
Career Technology Center of Lackawanna County,41.452849,-75.652477
Houston Graduate School of Theology,29.673594,-95.448846
Palo Alto College,29.322955,-98.543468
Sebring Career Schools-Huntsville,30.702549,-95.549878
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,29.493246,-98.551137
Central Texas Beauty College-Round Rock,30.520723,-97.685077
Unification Theological Seminary,42.003336,-73.924306
Athens Technical College,33.990183,-83.339598
GateWay Community College-Central City,33.435686,-112.054912
Carrington College-San Leandro,37.699627,-122.12567
Headmasters School of Hair Design,46.421026,-117.025943
The Salon Professional Academy-Nampa,43.567768,-116.563413
Beckfield College-Florence,39.017166,-84.641475
Dorsey Business Schools-Wayne,42.28171,-83.382299
Ecumenical Theological Seminary,42.344129,-83.055266
Ross Medical Education Center-Saginaw,43.469473,-83.967884
Sussex County Community College,41.067633,-74.758079
Landmark College,42.977172,-72.512549
National American University-Independence,39.052713,-94.360702
Yeshiva Gedolah of Greater Detroit,42.471924,-83.200754
Austin Graduate School of Theology,30.343842,-97.711751
Collin County Community College District,33.16241,-96.63894
Owensboro Community and Technical College,37.717355,-87.082861
Jenny Lea Academy of Cosmetology,37.123363,-82.838909
Empire Beauty School-Hurstborne,38.166498,-85.605317
Cloyd's Beauty School 3 Inc,32.533231,-92.080603
Moore Norman Technology Center,35.274434,-97.457319
Fayette County Career & Technical Institute Practical Nursing Program,39.860976,-79.741718
Franklin County Career and Technology Center,39.897693,-77.680541
Paul Mitchell the School-Knoxville,35.92271,-84.057621
Ogle School Hair Skin Nails-Hurst,32.822035,-97.201403
FIDM-Fashion Institute of Design & Merchandising-San Diego,32.708877,-117.155894
Tennessee College of Applied Technology Nashville,36.132649,-86.856335
ECPI University,36.842526,-76.178773
Branford Hall Career Institute-Jersey City,40.731229,-74.064695
Paul Mitchell the School-Houston,29.785868,-95.559723
TDDS Technical Institute,41.115282,-80.957782
Fortis Institute-Forty Fort,41.281911,-75.882975
Laurel Business Institute,39.90248,-79.724907
Aviation Institute of Maintenance-Philadelphia,40.070184,-75.007237
Carrington College-Phoenix East,33.566262,-112.10442
Dorsey Business Schools-Roseville,42.527764,-82.915541
Moler-Pickens Beauty Academy,39.317488,-84.499701
Red River Technology Center,34.491393,-97.99029
Southern Union State Community College,33.128785,-85.572382
South University-Columbia,34.098042,-80.961839
Clinton Technical School,38.363669,-93.768459
Greene County Career and Technology Center,39.893537,-80.151066
Lac Courte Oreilles Ojibwa Community College,45.942252,-91.365002
Diesel Driving Academy-Shreveport,32.47617,-93.794921
Pima Medical Institute-Mesa,33.396878,-111.87417
Platt College-Los Angeles,34.081723,-118.150013
Platt College-Aurora,39.661195,-104.854614
Purdue University Global-Davenport,41.555024,-90.550682
Purdue University Global-Cedar Falls,42.474593,-92.448419
Paul Mitchell the School-Boise,43.594479,-116.286058
Christian Life College,42.074096,-87.930934
Educators of Beauty College of Cosmetology-Rockford,42.299278,-88.998054
Northwestern College-Southwestern Campus,41.751724,-87.797406
Douglas J Aveda Institute,42.734606,-84.480467
Ross Medical Education Center-Brighton,42.548468,-83.796918
Ross Medical Education Center-Ann Arbor,42.25294,-83.666667
Taylortown School of Beauty Inc,42.254745,-83.259322
Pike-Lincoln Technical Center,39.245484,-91.019918
Pennsylvania Institute of Health and Technology,39.950525,-79.652374
Bethel Seminary-San Diego,32.765387,-117.06605
St Charles Community College,38.759703,-90.641105
Brandman University,33.656401,-117.769012
New College of Florida,27.384925,-82.55858
Montana Bible College,45.655524,-111.064143
Conservatory of Recording Arts and Sciences,33.407853,-111.889544
Adrian's College of Beauty Turlock,37.491448,-120.863784
California Career School,33.819547,-117.906219
Rolf Institute of Structural Integration,40.066263,-105.203076
Sunstate Academy,26.596006,-81.870312
Elizabeth Grady School of Esthetics and Massage Therapy,42.414728,-71.12623
Ross Medical Education Center-Port Huron,43.024632,-82.452984
Capri Institute of Hair Design-Clifton,40.887432,-74.152668
Raphael's School of Beauty Culture Inc-Alliance,40.902642,-81.152086
Metro Technology Centers,35.512549,-97.478182
Hussian College-Daymar College Bowling Green,36.968327,-86.473717
Luna Community College,35.616303,-105.250865
Grabber School of Hair Design,38.557164,-90.390799
Yeshivah Gedolah Rabbinical College,25.782445,-80.141334
University of the District of Columbia-David A Clarke School of Law,38.94621,-77.065221
Raphael's School of Beauty Culture Inc-Brunswick,41.240245,-81.806142
Caribbean University-Ponce,18.006633,-66.59425
Caribbean University-Vega Baja,18.444882,-66.40315
University of Advancing Technology,33.377712,-111.976087
Paradise Valley Community College,33.652135,-112.009865
Chandler-Gilbert Community College,33.293897,-111.795922
HSHS St. John's Hospital School of Clinical Laboratory Science,39.805641,-89.64524
Madison Media Institute,43.058938,-89.294256
Great Plains Technology Center,34.592907,-98.450321
Roane-Jackson Technical Center,38.82254,-81.561142
Pioneer Technology Center,36.72772,-97.093516
Portage Lakes Career Center,40.943122,-81.472008
Eastern College of Health Vocations-New Orleans,29.944923,-90.180687
Bell Mar Beauty College,41.850656,-87.767244
Caddo Kiowa Technology Center,35.108561,-98.443443
Center for Instruction Technology & Innovation (CiTi),43.457841,-76.259308
International School of Skin Nailcare & Massage Therapy,33.908031,-84.379687
Palomar Institute of Cosmetology,33.13663,-117.188351
Southern Oklahoma Technology Center,34.186239,-97.082971
Vista College,31.786912,-106.411952
Autry Technology Center,36.419122,-97.89719
Greene County Vocational School District,39.771037,-83.946816
Canadian Valley Technology Center,35.509208,-97.881967
Wilkes-Barre Area Career and Technical Center Practical Nursing,41.262154,-75.810121
Meridian Technology Center,36.106981,-97.108414
Waynesville Career Center,37.811315,-92.21393
Capitol School of Hairstyling and Esthetics,41.209501,-96.082248
Morris County Vocational School District,40.877531,-74.479263
Ross Medical Education Center-Roosevelt Park,43.191474,-86.267098
Ross Medical Education Center-Kentwood,42.880955,-85.605379
South Florida Bible College and Theological Seminary,26.30294,-80.134508
Cloyd's Barber School 2 Inc,32.485377,-92.090159
Universal Technical Institute of Illinois Inc,41.80697,-88.104
Pennsylvania College of Technology,41.234145,-77.023665
Commonwealth Institute of Funeral Service,29.989545,-95.430153
Delta College of Arts & Technology,30.463619,-91.113841
InterCoast Colleges-Anaheim,33.809968,-117.908554
Stone Child College,48.289808,-109.870182
New York Academy of Art,40.718388,-74.006019
Suffolk County Community College,40.848963,-73.056165
Las Positas College,37.710873,-121.80058
Blades School of Hair Design,38.286299,-76.48376
Ogeechee Technical College,32.395767,-81.818517
Remington College-Mobile Campus,30.671139,-88.145035
Southern Technical College,26.596097,-81.877644
Mercy-St Luke's School of Radiologic Technology,41.985552,-91.660609
Southwest Acupuncture College-Santa Fe,35.661847,-105.949973
Northwest Technology Center-Alva,36.786733,-98.675711
Mercer County Career Center,41.250851,-80.248614
California State University-San Marcos,33.130569,-117.159013
Baptist Theological Seminary at Richmond,37.632354,-77.468483
Purdue University Global-Des Moines,41.645171,-93.778426
Hairmasters Institute of Cosmetology,40.474796,-88.979453
Tricoci University of Beauty Cuture LLC-Bloomington,39.181606,-86.536403
Interactive College of Technology-Newport,39.084818,-84.479078
Platt College-McCann-Monroe,32.524328,-92.10098
Ross Medical Education Center-Taylor,42.194933,-83.250307
National Tractor Trailer School Inc-Liverpool,43.140652,-76.193341
Interactive College of Technology,29.734143,-95.539975
Butler Beauty Academy-New Castle Beauty Academy,40.999207,-80.341891
NorthWest Arkansas Community College,36.357704,-94.17289
Brewster Technical College,27.96373,-82.461722
Hodges University,26.27591,-81.738388
University of St. Augustine for Health Sciences,33.151849,-117.165964
Capital Area School of Practical Nursing,39.718311,-89.626262
Hair Professionals Career College,41.702881,-87.816614
Alexandria School of Scientific Therapeutics,40.255608,-85.674016
Empire Beauty School-Bloomfield,40.79497,-74.199706
Southwest Technology Center,34.668194,-99.341161
Western Area Career & Technology Center,40.254722,-80.246117
Hussian College-Daymar College Clarksville,36.582865,-87.312856
Nossi College of Art,36.24334,-86.738521
Seguin Beauty School-New Braunfels,29.70187,-98.125943
Pima Medical Institute-Seattle,47.699144,-122.326844
Mineral County Vocational Technical Center,39.427976,-78.987462
Hypnosis Motivation Institute,34.170219,-118.538719
Los Angeles ORT College-Los Angeles Campus,34.064181,-118.369564
Thanh Le College School of Cosmetology,33.789713,-117.908306
Southeastern Technical College,32.20393,-82.365827
Massachusetts School of Law,42.682106,-71.19954
Community Services Division-Alliance City,40.911271,-81.111225
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,28.424285,-81.409713
Erwin Technical College,27.997242,-82.435933
Rosel School of Cosmetology,41.997901,-87.691596
Worsham College of Mortuary Science,42.147858,-87.927374
Bryan University,37.135397,-93.248107
Oregon College of Oriental Medicine,45.524121,-122.671099
Central Pennsylvania Institute of Science and Technology,40.882223,-77.740423
Northwest Educational Center,29.813796,-95.473149
Sebring Career Schools-Houston,29.706713,-95.644945
PCI Health Training Center,32.82007,-96.876316
Bryant & Stratton College-Solon,41.390012,-81.445939
Hamrick School,41.135812,-81.728742
Alabama State College of Barber Styling,33.643546,-86.810488
Fortis College,30.68413,-88.205581
Downey Adult School,33.91965,-118.115727
CRU Institute of Cosmetology and Barbering,33.790145,-118.030758
Modern Technology School,33.723142,-117.918837
National Career Education,38.679835,-121.273917
North-West College-Glendale,34.148981,-118.255462
Fremont College,33.868382,-118.097019
Pomona Unified School District Adult and Career Education,34.054864,-117.772606
Universal College of Beauty Inc-Los Angeles 2,34.004498,-118.332236
IBMC College,40.534067,-105.078989
Xenon International Academy-Denver,39.676308,-104.848602
Academy of Cosmetology,28.394053,-80.70372
Sunstate Academy,27.967041,-82.732693
Fortis College-Smyrna,33.900255,-84.543009
Remington College-Honolulu Campus,21.309273,-157.860023
Ross College-Quad Cities,41.543198,-90.519772
Pivot Point Academy,41.955935,-88.076665
Blalock's Professional Beauty College,32.426006,-93.78425
Diesel Driving Academy-Baton Rouge,30.465289,-91.103287
New England Hair Academy,42.427969,-71.067282
Rob Roy Academy-Worcester,42.263673,-71.807728
Upper Cape Cod Regional Technical School,41.745328,-70.578837
All-State Career-Baltimore,39.264664,-76.544942
Adler Graduate School,44.893479,-93.410236
Academy of Hair Design-Jackson,32.376376,-90.147044
KC's School of Hair Design,34.255442,-89.018705
Lincoln Technical Institute-Moorestown,39.94847,-74.955631
Monmouth County Vocational School District,40.26109,-74.249148
Beauty School of Middletown,41.424621,-74.428046
Bryant & Stratton College-Southtowns,42.790162,-78.768896
Continental School of Beauty Culture-Olean,42.084487,-78.428158
National Tractor Trailer School Inc-Buffalo,42.864978,-78.856393
Yeshiva Gedolah Imrei Yosef D'spinka,40.628468,-73.992328
Knox County Career Center,40.375889,-82.475117
Madison Adult Career Center,40.774328,-82.460912
Remington College-Cleveland Campus,41.422951,-81.579347
Toledo Academy of Beauty Culture-East,41.638647,-83.469064
U S Grant Joint Vocational School,38.969393,-84.094071
Chisholm Trail Technology Center,35.84221,-98.20184
Gordon Cooper Technology Center,35.380321,-96.908013
Kiamichi Technology Center-McAlester,34.924173,-95.745999
YTI Career Institute-Altoona,40.48539,-78.395445
Eastern Center for Arts and Technology,40.158437,-75.108649
Empire Beauty School-Center City Philadelphia,39.950921,-75.166566
CEM College-Humacao,18.148771,-65.821107
Colegio Mayor de Tecnologia Inc,17.968588,-66.061831
Institucion Chaviano de Mayaguez,18.200763,-67.137002
EDIC College,18.242588,-66.025311
Liceo de Arte-Dise-O y Comercio,18.233122,-66.034057
Universal Technology College of Puerto Rico,18.42812,-67.155628
Academy of Hair Technology,34.874681,-82.327426
Mr Wayne's School of Unisex Hair Design,36.158772,-85.512381
Queen City College,36.573521,-87.408706
College of the Marshall Islands,7.102688,171.378129
Remington College-Fort Worth Campus,32.776152,-97.213702
UCAS University of Cosmetology Arts & Sciences,29.354354,-98.484836
School of Automotive Machinists & Technology,29.805166,-95.476017
SW School of Business and Technical Careers-Cosmetology,29.457062,-98.498977
SW School of Business and Technical Careers,28.707864,-100.506009
Texas College of Cosmetology-Abilene,32.448891,-99.747159
Vista College-Online,32.95518,-96.768201
Centura College-Newport News,37.140484,-76.517328
Centura College-Norfolk,36.908434,-76.232569
Virginia Beach City Public Schools School of Practical Nursing,36.743065,-76.074108
Northwest College of Art & Design,47.25249,-122.43885
University of Washington-Bothell Campus,47.759773,-122.191293
University of Washington-Tacoma Campus,47.244594,-122.438541
Huntington School of Beauty Culture,38.410212,-82.325688
Valley College-Beckley,37.789287,-81.187539
Valley College-Martinsburg,39.486897,-77.959272
Valley College-Princeton,37.369159,-81.091858
Bellus Academy-Poway,32.957184,-117.042531
Capstone College,34.165741,-118.149478
Central Coast College,36.669595,-121.655643
Pacific College of Oriental Medicine-San Diego,32.778391,-117.16073
Artistic Nails and Beauty Academy-Tampa,27.951358,-82.403486
National Aviation Academy of Tampa Bay,27.89484,-82.721372
Madison Oneida BOCES-Practical Nursing Program,43.212894,-75.461279
Astrodome Career Centers,29.679465,-95.421747
Center for Advanced Legal Studies,29.75302,-95.558831
Houston Training School-Main Campus,29.77291,-95.24417
Bay Mills Community College,46.454584,-84.607089
Fond du Lac Tribal and Community College,46.690069,-92.451326
Northwest Indian College,48.794131,-122.614656
Provo College,40.245294,-111.68431
Paul Mitchell the School-Provo,40.24048,-111.642161
University of Phoenix-Utah,40.653835,-111.904474
Cortiva Institute-Salt Lake,40.768488,-111.882079
CET-Coachella,33.692248,-116.185875
CET-Oxnard,34.194208,-119.18145
CET-Santa Maria,34.943576,-120.441978
Colorado School of Traditional Chinese Medicine,39.739437,-104.960118
Massage Therapy Institute of Colorado,39.739437,-104.960118
Michigan College of Beauty-Troy,42.570337,-83.12734
Ogle School Hair Skin Nails-Dallas,32.836833,-96.754693
Phoenix Seminary,33.581645,-111.910665
Faust Institute of Cosmetology-Spirit Lake,43.42141,-95.113596
Cheeks Beauty Academy,40.445169,-105.078334
Colorado School of Healing Arts,39.697033,-105.082406
Healing Arts Institute,40.531914,-105.042377
Mt. Diablo Adult Education-Mt. Diablo USD,37.968852,-122.026805
Royale College of Beauty and Barbering,33.515476,-117.164541
Greater Lowell Technical School,42.653908,-71.38618
Academy of Hair Design-Pearl,32.281983,-90.115129
Genesis Career College-Lebanon,36.21618,-86.337952
Star College of Cosmetology 2,32.347643,-95.295738
Southwest Collegiate Institute for the Deaf,32.226498,-101.50294
Fortis College-Richmond,37.58153,-77.488437
Midwest College of Oriental Medicine-Racine,42.678051,-87.856679
Hacienda La Puente Adult Education,34.044112,-117.979559
La Belle Beauty Academy,25.769614,-80.31582
Hawaii Community College,19.704756,-155.069653
Robert Fiance Beauty Schools-North Plainfield,40.622543,-74.427019
Long Island Beauty School-Hauppauge,40.828573,-73.200285
Buckeye Joint Vocational School,40.470531,-81.401957
Sandusky Career Center,41.43483,-82.71206
Greater Altoona Career & Technology Center,40.508337,-78.398094
Central Texas Beauty College-Temple,31.084871,-97.379234
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,42.110198,-79.387599
Empire Beauty School-Brooklyn,40.599279,-73.989884
Houston Training School-Gulfgate,29.706531,-95.304003
Antonelli College-Hattiesburg,31.349549,-89.335692
Eastern New Mexico University Ruidoso Branch Community College,33.346376,-105.677273
United Education Institute-Ontario,34.0694,-117.547733
United Education Institute-Encino,34.170205,-118.50213
Beacon College,28.811281,-81.87415
Acupuncture and Integrative Medicine College-Berkeley,37.862754,-122.267636
Estrella Mountain Community College,33.480722,-112.343158
Heartland Community College,40.53301,-89.014776
University of the Potomac-Washington DC Campus,38.90054,-77.032531
Rabbi Jacob Joseph School,40.501001,-74.397954
The Salon Professional Academy-Melbourne,28.081445,-80.651439
Fortis Institute-Scranton,41.417104,-75.651683
Milan Institute of Cosmetology,39.486037,-119.788442
Everglades University,26.391218,-80.108331
Seminar L'moros Bais Yaakov,40.634863,-73.985376
Herzing University-Winter Park,28.615784,-81.312669
Cortiva Institute-Pompano,26.275351,-80.150541
National College-Nashville,36.044924,-86.701121
College of Biblical Studies-Houston,29.716676,-95.506559
Inner State Beauty School,41.519527,-81.494178
Mid-EastCTC-Adult Education,39.937192,-81.976056
Polaris Career Center,41.3644,-81.832474
P&A Scholars Beauty School,42.376091,-83.157878
ASM Beauty World Academy,26.047181,-80.232314
Sharps Academy of Hair Styling,42.912036,-83.624526
The College of Health Care Professions-Northwest,29.799602,-95.454298
School of Professional Horticulture New York Botanical Garden,40.866742,-73.878164
Fortis College,29.732861,-95.64832
Watkins College of Art Design & Film,36.194659,-86.805888
Alhambra Beauty College,34.093916,-118.129041
UEI College-Gardena,33.893016,-118.287234
Asian-American International Beauty College,33.759524,-117.991643
Copper Mountain Community College,34.140464,-116.213939
Diversified Vocational College,34.056102,-118.272364
UEI College-Fresno,36.782858,-119.789002
Mt Sierra College,34.142704,-117.987321
Santiago Canyon College,33.795449,-117.766762
Southern California Institute of Technology,33.8381,-117.950661
Soka University of America,33.554546,-117.735344
Summit College,34.056313,-117.304456
Advance Beauty College,33.759905,-117.952637
World Mission University,34.064918,-118.289484
Yo San University of Traditional Chinese Medicine,33.993287,-118.442756
Cannella School of Hair Design-Blue Island,41.657848,-87.679865
John Amico School of Hair Design,41.613957,-87.736464
Delta College Inc,30.467468,-90.086695
Southwest University of Visual Arts-Albuquerque,35.088818,-106.589352
Tri-State Cosmetology Institute,31.749969,-106.3372
Frontier Community College,38.380271,-88.392194
Lincoln Trail College,39.01958,-87.689001
Wabash Valley College,38.42889,-87.778448
American Institute of Interior Design,33.60486,-111.715081
Brookline College-Tempe,33.4163,-111.961365
Inter American University of Puerto Rico-School of Optometry,18.353624,-66.180514
Schiller International University,27.893935,-82.757492
Coconino Community College,35.171328,-111.645631
Emma's Beauty Academy-Juana Diaz,18.041587,-66.504191
Franklin Academy,35.191417,-84.881446
Columbia Central University-Yauco,18.034518,-66.849099
Pima Medical Institute-Denver,39.831679,-105.00252
ASA College,40.692405,-73.986027
Ohio State School of Cosmetology-Heath,40.03011,-82.440975
Ohio State School of Cosmetology,40.588451,-83.127863
Yeshivas Novominsk,40.623293,-73.990095
Southern Careers Institute-Corpus Christi,27.68504,-97.363145
Rabbinical College of Ohr Shimon Yisroel,40.704389,-73.956772
Carroll Community College,39.531805,-76.991113
University of Phoenix-New Mexico,35.197176,-106.580351
Galen College of Nursing-Tampa Bay,27.865391,-82.648151
Galen College of Nursing-San Antonio,29.507685,-98.585653
Sarasota School of Massage Therapy,27.389606,-82.485901
Schuyler Steuben Chemung Tioga Allegany BOCES,42.150743,-76.839771
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,42.585293,-75.520079
DCI Career Institute,40.675819,-80.314664
Central Susquehanna Intermediate Unit LPN Career,40.96285,-76.898531
Myotherapy College of Utah,40.721945,-111.900565
City College-Gainesville,29.654852,-82.417302
Arizona State University-West,33.60726,-112.160021
Cortiva Institute-Westport,41.133507,-73.367835
G Skin & Beauty Institute,41.851403,-87.949684
Cosmetology Training Center,30.180961,-92.073116
Stage One-The Hair School,30.195982,-93.221606
Empire Beauty School-Malden,42.427368,-71.076619
Xenon International Academy-Omaha,41.201963,-96.044713
Capri Institute of Hair Design-Brick,40.03772,-74.143232
Capri Institute of Hair Design-Kenilworth,40.688912,-74.29462
Capri Institute of Hair Design-Paramus,40.962698,-74.071583
Orlo School of Hair Design and Cosmetology,42.674053,-73.784587
Eastland-Fairfield Career and Technical Schools,39.88667,-82.884305
Empire Beauty School-Cincinnati,39.22325,-84.588841
Mahoning County Career and Technical Center,41.032696,-80.787668
Pickaway Ross Joint Vocational School District,39.362601,-83.0027
Pioneer Career and Technology Center,40.903305,-82.670445
Raphael's School of Beauty Culture Inc-Boardman,41.02371,-80.679801
Scioto County Career Technical Center,38.854707,-82.979481
Trumbull Career & Technical Center,41.280649,-80.824807
Northwest Technology Center-Fairview,36.261986,-98.496707
Pacific Bible College,42.324959,-122.874107
Lake Erie College of Osteopathic Medicine,42.080699,-80.105969
UCAS University of Cosmetology Arts & Sciences-Harlingen,26.20168,-97.684044
Gene Juarez Academy of Beauty-Federal Way,47.320505,-122.304472
Empire Beauty School-Green Bay,44.477375,-88.076427
Warren County Career Center,39.488772,-84.202969
Paul Mitchell the School-Wichita,37.741502,-97.2432
Pinnacle Institute of Cosmetology,35.596894,-80.816426
Southern Careers Institute-Pharr,26.211217,-98.201038
Laurel Technical Institute,41.626047,-80.222294
Florida National University-Main Campus,25.86178,-80.321846
Georgia Institute of Cosmetology,33.936847,-83.454584
Nouvelle Institute,25.779494,-80.249645
Franklin Technology-MSSU,37.095155,-94.461689
Professional Technical Institution Inc,18.377668,-66.174733
Erikson Institute,41.890663,-87.632178
South Texas College,26.217591,-98.253634
Pike County Joint Vocational School District,39.054045,-83.007113
Lorain County Joint Vocational School District,41.262182,-82.213852
Roger Williams University School of Law,41.650974,-71.261978
California State University-Monterey Bay,36.652397,-121.796178
Bryant & Stratton College-Henrietta,43.084122,-77.602378
Ohio Media School-Valley View,41.393531,-81.615624
EINE Inc,42.598024,-71.220396
Marian Health Careers Center-Los Angeles Campus,34.062096,-118.295073
Cleveland Clinic Health System-School of Diagnostic Imaging,41.598918,-81.548554
Academy for Nursing and Health Occupations,26.70653,-80.121497
Shawsheen Valley School of Practical Nursing,42.546696,-71.217926
Shear Ego International School of Hair Design,43.208124,-77.602821
Remington College-Memphis Campus,35.071403,-89.989881
Fayette Institute of Technology,37.988801,-81.146785
Capella University,44.976286,-93.268796
College of Menominee Nation,44.859044,-88.625628
Leech Lake Tribal College,47.395686,-94.651563
Spartan College of Aeronautics & Technology,33.956018,-118.377744
Stone Academy-Waterbury,41.54509,-72.98033
East San Gabriel Valley Regional Occupational Program,34.076805,-117.937116
Yukon Beauty College Inc,35.508293,-97.74668
United Education Institute-Morrow,33.574109,-84.335896
Toni & Guy Hairdressing Academy-Atlanta,33.952158,-84.51407
Mitchell's Hair Styling Academy-Raleigh,35.764652,-78.742438
Artistic Academy of Hair Design,40.855589,-74.486405
Motoring Technical Training Institute,41.791885,-71.324909
Mech-Tech College,18.237102,-66.053276
Baldwin Beauty School-North Austin,30.365855,-97.729371
Jean Madeline Aveda Institute,39.940744,-75.148414
