INSTNM,LATITUDE,LONGITUDE
Paul Mitchell the School-Jersey Shore,40.062647,-74.143713
City Pointe Beauty Academy,37.140007,-94.473433
The Chrysm Insitute of Esthetics,36.84521,-76.13732
Sanford Burnham Prebys Medical Discovery Institute,32.900034,-117.241769
National Personal Training Institute of Columbus,40.144669,-83.089701
Belle Academy of Cosmetology,41.59749,-73.055819
Empire Beauty School-Augusta,33.516811,-82.066289
South University-High Point,36.040441,-79.963547
Empire Beauty School-Vernon Hills,42.241767,-87.958698
Empire Beauty School-Stone Park,41.907282,-87.871263
Empire Beauty School-Rochester,43.216013,-77.726297
Ross Medical Education Center-Kokomo,40.444807,-86.129996
Ross Medical Education Center-Erlanger,39.030899,-84.615734
Ross Medical Education Center-Charleston,38.310312,-81.567573
Cortiva Institute-Houston,29.846237,-95.50529
InterCoast Colleges-Fairfield,38.27561,-122.050541
Southern Careers Institute-San Antonio,29.4585,-98.627397
Milan Institute-Merced,37.322518,-120.481067
Midwest Technical Institute-Springfield,37.147663,-93.256356
Finger Lakes School of Massage,39.441953,-77.394941
Augusta University,33.47037,-81.989071
Middle Georgia State University,32.808092,-83.732058
Trenz Beauty Academy,41.615676,-87.529507
Paul Mitchell the School-Denver,39.70898,-105.077283
Academy of Interactive Entertainment,47.621224,-122.351158
Arrojo Cosmetology School,40.722909,-74.00777
Cosmetology Academy of Texarkana,33.457096,-94.132583
Veritas Baptist College,39.145234,-84.82617
Lynnes Welding Training,46.879868,-96.823617
Aviation Institute of Maintenance-Las Vegas,36.083117,-115.118122
UEI College-Bakersfield,35.381617,-119.049925
National American University-Georgetown,30.629212,-97.693185
National American University-Richardson,32.95518,-96.768201
National American University-Rochester,44.064095,-92.496177
National American University-Indianapolis,39.92198,-86.222601
DeVry College of New York,40.747747,-73.983492
DeVry University-Arizona,33.565758,-112.104601
DeVry University-California,34.062904,-117.803784
DeVry University-Colorado,39.91934,-105.008901
DeVry University-Florida,25.987643,-80.339842
DeVry University-Georgia,33.775112,-84.297316
DeVry University-Illinois,41.94219,-87.69146
DeVry University-Indiana,41.474094,-87.325889
DeVry University-Missouri,38.939506,-94.575014
DeVry University-Nevada,36.020266,-115.096601
DeVry University-New Jersey,40.466026,-74.438606
DeVry University-North Carolina,35.13766,-80.931971
DeVry University-Ohio,39.940586,-82.940506
DeVry University-Pennsylvania,40.135214,-75.183609
DeVry University-Tennessee,36.08537,-86.694511
DeVry University-Texas,32.934524,-97.012494
DeVry University-Virginia,38.852326,-77.050273
University of North Georgia,34.530219,-83.985694
South Georgia State College,31.495903,-82.855231
Northeastern University Lifelong Learning Network,42.339477,-71.087841
Florida Polytechnic University,28.150149,-81.845995
American Institute-Toms River,40.044556,-74.220894
The Healthcare Institute,29.46192,-98.523081
Alamo City Barber College,29.52717,-98.639532
Arizona College-Mesa,33.418374,-111.873428
American College of Healthcare and Technology,33.978807,-118.224906
Antioch College,39.799806,-83.888077
Texas A & M University-Central Texas,31.053407,-97.775182
Central Georgia Technical College,32.545341,-83.66765
Barber School of Pittsburgh,40.441863,-80.03416
Innovate Salon Academy,40.550944,-74.426739
Arizona State University-Skysong,33.463786,-111.923861
Louisiana Delta Community College,32.49637,-92.032664
The Fab School,34.079866,-117.555168
Networks Barber College,41.621587,-87.539813
JB's Hair Design and Barber College,35.405519,-97.52838
Paul Mitchell the School-Lombard,41.839535,-88.008159
Paul Mitchell the School-Greenville,34.824899,-82.288377
Divine Crown Barber & Beauty Academy,40.274759,-76.827573
Delta College of Arts & Technology-Lafayette Campus,30.158184,-92.041847
Delta College-Slidell Campus,30.286052,-89.78043
Integrity College of Health,34.171252,-118.131722
Electrical Training Center,40.680471,-73.404943
Alexander Paul Institute of Hair Design,35.604962,-77.371696
California Technical Academy,34.002717,-117.339245
More Tech Institute,25.871001,-80.316971
Dorsey Business Schools-Dearborn,42.330658,-83.219356
NeeCee's College of Cosmetology,32.431558,-99.783364
Bella Cosmetology College,32.95896,-95.294921
Franklin Hair Academy School of Cosmetology,35.932691,-86.880233
Universidad Ana G. Mendez-Online Campus,18.385012,-66.065438
Sutter Beauty College,39.131845,-121.633122
New Horizons Medical Institute,33.91497,-84.207371
Ohio Institute of Allied Health,39.84549,-84.14076
Paul Mitchell the School-Ardmore,34.181867,-97.144647
Access Careers,40.709502,-73.61531
River Valley Cosmetology Institute,35.044172,-94.634062
Luckes Beauty Academy LLC,37.08367,-76.457022
Total Transformation Institute of Cosmetology,29.882696,-97.920002
Vibe Barber College,35.163435,-90.037105
Champ's Barber School,40.037616,-76.307594
IGlobal University,38.915226,-77.227315
East-West Healing Arts Institute,43.056,-89.491041
Standard Healthcare Services-College of Nursing,38.908263,-77.210082
Philadelphia Technician Training,40.068722,-75.157038
Grace International Beauty School,40.75904,-73.828461
Alliance Computing Solutions,40.76156,-73.831481
InterAmerican Technical Institute,25.760656,-80.350943
Bay Area Medical Academy,37.790775,-122.406318
Mind Body Institute,36.219858,-86.696522
Parisian Spa Institute,30.31314,-81.677501
Creative Touch Cosmetology School,38.335231,-90.146194
LaBarberia Institute of Hair,41.5161,-81.450649
Setting the Standard Barbering and Natural Hair Academy,32.4843,-93.797551
Bos-Man's Barber College,32.442955,-93.782849
Lawrence & Company College of Cosmetology,36.570318,-119.611752
Alabama College of Osteopathic Medicine,31.206294,-85.340805
High Desert Medical College,34.676095,-118.14441
Paul Mitchell the School-Schenectady,42.813241,-73.941968
Beyond Measure Barbering Institute,36.098405,-79.276539
Beauty Anatomy Institute of Cosmetology and Wellness,26.25646,-80.101821
Barber Institute of Texas,32.46297,-94.732635
Jupiter Beauty Academy,42.305343,-71.057468
MedQuest College,38.224517,-85.560651
First Coast Barber Academy,30.33211,-81.660201
Debutantes School of Cosmetology and Nail Technology,41.93057,-88.751471
Paul Mitchell The School-Farmington Hills,42.498205,-83.357682
Paul Mitchell the School-Merrillville,41.47368,-87.336518
Paul Mitchell the School-Lansing,42.73455,-84.508781
Ricci's Academy of Cosmetology,41.392938,-73.290525
Yahweh Beauty Academy,31.112893,-97.700269
Preparing People Barber Styling College,32.773309,-96.764386
Arizona School of Integrative Studies,32.23013,-110.969111
Lee Professional Institute,26.60411,-81.851331
Park Place Premier Barber School,29.997288,-90.061019
The Salon Professional Academy-San Jose,37.292025,-121.989475
Tri-Community Adult Education,34.104391,-117.887096
Montessori Education Institute of the Pacific Northwest,47.766876,-122.183253
Jolie Health and Beauty Academy-Turnersville,39.753827,-75.044514
Ross Medical Education Center-Owensboro,37.72084,-87.119243
Ross Medical Education Center-Evansville,37.978574,-87.490569
Ross Medical Education Center-Johnson City,36.35971,-82.383171
North-West College-Santa Ana,33.75941,-117.840951
North-West College-Long Beach,33.801894,-118.14854
Branford Hall Career Institute-Amityville,40.704206,-73.427979
Taylor Andrews Academy of Hair Design-Orem,40.273265,-111.707833
University of Florida-Online,29.649413,-82.339848
Ogle School Hair Skin Nails-Stafford,29.63502,-95.588371
University of Phoenix-Arizona,33.40213,-111.965987
University of Phoenix-California,34.065748,-117.58377
University of Phoenix-Colorado,39.55155,-104.873171
University of Phoenix-Florida,28.445605,-81.419552
University of Phoenix-Georgia,33.928881,-84.35887
University of Phoenix-Louisiana,30.422403,-91.150412
University of Phoenix-Michigan,42.482261,-83.242621
University of Phoenix-Nevada,36.12164,-115.322506
University of Phoenix-North Carolina,35.152358,-80.949346
University of Phoenix-Tennessee,36.144575,-86.690329
University of Phoenix-Texas,29.7837,-95.585258
University of Phoenix-Virginia,37.64257,-77.563516
University of Phoenix-Pennsylvania,39.95219,-75.169354
Tint School of Makeup & Cosmetology-Seattle,47.61149,-122.338591
CEM College-Mayaguez,18.199097,-67.146379
University of West Los Angeles,33.947341,-118.36957
Rabbinical College Ohr Yisroel,40.629707,-73.896524
Aveda Institute-Phoenix,33.338893,-111.968721
University of North Texas at Dallas,32.659588,-96.803446
Dermal Science International Aesthetics and Nail Academy,38.949679,-77.336748
BridgeValley Community & Technical College,38.353846,-81.6983
Northwest College-Medford,42.369051,-122.852524
Houston Training Schools-Gessner,29.72401,-95.540324
Empire Beauty School-Buffalo,42.908206,-78.755118
Paul Mitchell the School-Toledo,41.706636,-83.668124
Georgia Military College,33.07944,-83.224211
New Horizons Medical Institute-Winder,33.993796,-83.716756
SAE Institute of Technology-Chicago,41.897213,-87.637674
Beau Monde College of Hair Design-Beau Monde Academy of Cosmetology,45.531839,-122.65456
Fountain of Youth Academy of Cosmetology,40.695116,-80.033069
California College San Diego,32.835221,-117.166966
West Coast University-Miami,25.81071,-80.347651
National American University-Harold D. Buckingham Graduate School,30.35133,-97.752171
All Beauty College,35.239812,-114.027481
Aparicio-Levy Technical College,27.990625,-82.332285
The Vocational Nursing Institute Inc,29.903883,-95.587085
Hollywood Institute of Beauty Careers-West Palm Beach,26.649613,-80.057435
Hollywood Institute of Beauty Careers-Casselberry,28.633003,-81.321511
Empire Beauty School-Cheltenham,40.082265,-75.16864
High Tech High Graduate School of Education,32.732001,-117.217661
Coachella Valley Beauty College-Hemet,33.745675,-117.010783
Coastal Pines Technical College,31.212781,-82.3821
Studio Beauty School,47.657655,-117.270239
Latin Beauty Academy,26.64951,-80.143681
Associated Barber College of San Diego,32.719318,-117.159908
ABCO Technology,33.932121,-118.369774
International Sports Sciences Association,34.38768,-119.486417
International Hair and Barber Academy,26.351147,-80.154998
University of Texas Health Science Center at Tyler,32.425963,-95.213526
California Intercontinental University,33.696413,-117.850961
Infinity College,30.212802,-92.007925
Universal Healthcare Careers College,34.0499,-118.274771
MKG Beauty & Business,41.78608,-71.472161
New Beginnings Beauty Academy,34.203735,-92.019193
Dolce LLC The Academy,41.543472,-72.999969
River Valley School of Massage,35.28311,-93.110811
The Beauty School,36.347041,-92.36894
Atlantis University,25.788978,-80.18942
Westchester School for Dental Assistant,41.057111,-73.823556
K & G 5 Star Barber College,29.443105,-95.088354
Studio Incamminati,39.958981,-75.158463
Salon Boutique Academy,32.954908,-96.841676
GA Nails Beauty School,26.237585,-98.257166
The Recording Conservatory of Austin,30.360236,-97.831161
VH Barber & Styling Academy,32.515941,-93.734012
Bet Medrash Gadol Ateret Torah,40.607809,-73.969945
Yeshiva Gedola Ohr Yisrael,40.61359,-73.944041
Yeshiva Sholom Shachna,40.6275,-73.973431
Elmezzi Graduate School of Molecular Medicine,40.775582,-73.702257
GDS Institute,33.966151,-118.224776
Professional Academy of Cosmetology,40.114113,-75.332974
Theatre of Arts,34.101218,-118.327933
Westchester College of Nursing & Allied Health,33.95487,-118.396511
Treasure Coast Technical College,27.678049,-80.413849
American College of Barbering,38.084678,-85.670147
Beth Medrash Meor Yitzchok,41.100906,-74.060843
Mingo Extended Learning Center,37.677016,-82.176972
San Ignacio University,25.812652,-80.365552
ZMS The Academy,34.11177,-118.188958
Valor Christian College,39.891571,-82.829696
Bethany Global University,44.795501,-93.371754
Bella Academy of Cosmetology,44.018434,-88.542233
Princess Beauty School,42.325986,-83.293187
HVAC Technical Institute,41.809897,-87.733452
Unilatina International College,25.97989,-80.283123
San Francisco Film School,37.791643,-122.401124
Center for Ultrasound Research & Education,41.028851,-73.746486
Culinary Tech Center,40.75406,-73.999001
Randolph Technical Center,38.890857,-79.852118
AMG School of Licensed Practical Nursing,40.692794,-73.982035
Saint Michael College of Allied Health,38.73234,-77.10051
Presidio Graduate School,37.80026,-122.475292
Sandra Academy of Salon Services Inc,36.444823,-83.586525
Wright Graduate University for the Realization of Human Potential,42.767178,-88.591085
California Jazz Conservatory,37.871235,-122.268878
California Barber and Beauty College,32.757282,-117.0814
Laredo CHI Academy Beauty School,27.575732,-99.467036
Florida International Training Institute,25.797851,-80.314681
The Training Domain,26.55882,-81.878721
Gould's Academy,35.098298,-89.860578
Aviation Institute of Maintenance,37.468594,-121.92135
Paul Mitchell the School-Tulsa,36.132259,-95.82023
PPG Technical College,18.247162,-66.038451
Wave Leadership College,36.86471,-76.043121
Academy of Professional Cosmetology,36.35541,-94.157411
Empire Beauty School-Northlake,33.847741,-84.256996
Ross Medical Education Center-Huntsville,34.736871,-86.661349
Ross Medical Education Center-Knoxville,35.912854,-84.096882
Jolie Health & Beauty Academy-Cherry Hill,39.880166,-75.005249
Ross Medical Education Center-Muncie,40.23238,-85.390811
Cortiva Institute-Arlington,32.6769,-97.119031
Tulsa Welding School-Houston,29.950897,-95.413192
Pima Medical Institute-El Paso,31.73814,-106.326782
Pima Medical Institute-Phoenix,33.608723,-112.118075
Kennesaw State University,34.038807,-84.583052
Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln,40.756017,-96.641266
All Beauty College,34.49606,-114.338235
Eastern Suffolk BOCES,40.927928,-72.671895
Eastern Suffolk BOCES,40.745531,-73.109752
Milligan College,36.300147,-82.29407
Chamberlain University-Nevada,36.185176,-115.313525
Chamberlain University-Michigan,42.556474,-83.150516
Chamberlain University-New Jersey,40.465934,-74.438877
Hussian College-Relativity Campus California,34.054877,-118.26069
Paul Mitchell the School-Madison,43.064984,-89.503169
The University of Tennessee Health Science Center,35.140231,-90.033138
Unitech Training Academy-Metairie,30.008803,-90.219618
Wade Gordon Hairdressing Academy-Lubbock,33.524818,-101.869638
Protege Academy,43.61137,-84.751095
Emory University-Oxford College,33.6191,-83.871141
The Chicago School of Professional Psychology at Xavier University of Louisiana,29.96527,-90.107924
Southern Regional Technical College,30.863799,-83.9514
Texas College of Cosmetology-Lubbock,33.561435,-101.924031
University of Arizona-South,31.567832,-110.245117
Fortis College-Cuyahoga Falls,41.143856,-81.470433
Sunstate Academy-Jones Technical Institute,30.20813,-81.561491
Texas State Technical College,31.639295,-97.08471
Aveda Institute Portland-Vancouver Campus,45.643767,-122.603849
Arizona College-Las Vegas,36.1456,-115.171331
Florida Career College,26.010968,-80.246116
Florida Career College-West Palm Beach,26.705217,-80.136749
Florida Career College-Hialeah,25.855552,-80.319292
Florida Career College-Lauderdale Lakes,26.16574,-80.205267
Florida Career College-Tampa,27.980705,-82.337004
Florida Career College-Jacksonville,30.19576,-81.751361
Florida Career College-Boynton Beach,26.54289,-80.092161
Florida Career College-Margate,26.270878,-80.203455
Florida Career College-Orlando,28.56052,-81.309471
Florida Career College-UEI College-Phoenix,33.57026,-112.116121
Florida Career College-Houston Campus,30.022309,-95.431325
Aveda Institute-Madison,43.072676,-89.398711
Husson University,44.829002,-68.791476
Tricoci University of Beauty Culture-Elgin,42.026819,-88.341498
Concorde Career College-Southaven,34.976181,-89.988876
Universal Technical Institute-Southern California,33.826017,-118.145393
Northwest University-College of Adult and Professional Studies,47.657502,-122.195774
Celebrity Barber School,32.521718,-92.083641
California Institute of Advanced Management,34.082467,-118.15055
Academy of Interactive Entertainment,30.220037,-92.043315
The Temple Annapolis-A Paul Mitchell Partner School,38.980115,-76.543104
Yeshiva Zichron Aryeh,40.606105,-73.764423
Butte County Regional Occupational Program,39.715283,-121.804024
Arclabs,34.77072,-82.461311
Top of the Line Barber College,32.78868,-80.022755
Midfield Institute of Cosmetology,33.463987,-86.908933
American Institute of Alternative Medicine,40.438155,-74.392845
Felbry College School of Nursing,40.09578,-82.951066
Beyond The Basics School of Cosmetology,37.335219,-92.88573
Regional Center for Border Health,32.596919,-114.711558
B-Unique Beauty and Barber Academy,34.844106,-82.365104
Kentucky Horseshoeing School,37.875066,-84.340899
Tri-State Barber College,38.47515,-82.633351
Image Maker Beauty Institute,36.304927,-86.601706
Dalton Institute of Esthetics and Cosmetology,34.762636,-84.970455
CAAN Academy of Nursing,41.505272,-87.731726
Martinsburg College,39.48705,-77.959701
Alhambra Medical University,34.080181,-118.148684
Central Yeshiva Beth Joseph,40.615411,-73.959386
Garden State Science and Technology Institute,40.734746,-74.059669
Barber Tech Academy,33.49178,-80.859841
Abraham Lincoln University,34.146294,-118.256726
Construction Training Center,33.968494,-80.948762
Med Academy,25.89821,-80.35256
Huntington University of Health Sciences,36.02788,-83.993531
Sonoran Desert Institute,33.55259,-111.893371
Northwest Suburban College,42.052481,-88.004207
Yeshivas Maharit D'Satmar,41.33127,-74.159642
Natural Images Beauty College,29.026275,-95.400805
Textures Institute of Cosmetology,39.906649,-86.218117
Learning Bridge Career Institute,29.598445,-90.74457
PiBerry Institute,25.48663,-80.463557
DMost Beauty & Body Institute,33.791143,-84.622991
Academy of Cosmetology and Esthetics,37.8375,-94.375701
Ea La Mar's Cosmetology & Barber College,39.09844,-94.556313
Regina Webb Academy,36.952887,-86.427834
DeHart Technical School,37.71339,-120.997781
Medical Career & Technical College,37.734796,-84.309012
Center for Neurosomatic Studies,27.897701,-82.714654
Lebanon College of Cosmetology,37.70169,-92.667311
Focus Personal Training Institute,40.745926,-73.991731
Hair Academy School of Barbering & Beauty,39.658272,-75.739161
Fosbre Academy of Hair Design,47.045259,-122.902077
National Personal Training Institute,28.59151,-81.367401
Mission Beauty Institute,26.213855,-98.31205
Elim Bible Institute and College,42.909692,-77.615151
Beth Medrash of Asbury Park,40.043705,-74.210816
Hope College of Arts and Sciences,26.226156,-80.139671
Yeshiva Gedolah Shaarei Shmuel,40.091,-74.197596
Premier Barber Institute,40.11065,-75.333151
International Beauty Education Center,47.643215,-117.58908
Claremont Lincoln University,34.094143,-117.717974
Ultimate Touch Barber College,41.485005,-87.705681
Hoss Lee Academy,38.721897,-121.289487
Indiana Massage College,39.940821,-86.156579
Kenny's Academy of Barbering,39.79644,-86.207551
Seattle Film Institute,47.64894,-122.377121
Arkansas Colleges of Health Education,35.317421,-94.319084
Burrell College of Osteopathic Medicine,32.278068,-106.737787
Glitz School of Cosmetology,32.298355,-106.743159
Indiana Wesleyan University-National & Global,40.510655,-85.677641
Northeast Lakeview College,29.545802,-98.323246
Paul Mitchell the School-Jessup,39.16947,-76.785931
Radiological Technologies University VT,41.67338,-86.24973
University of Saint Katherine,33.151283,-117.196552
Teachers College of San Joaquin,37.90797,-121.229911
Totally Cosmo School of Modern Cosmetology,34.027834,-94.738026
U.S. Truck Driver Training School,42.550239,-83.042997
South Dade Technical College-South Dade Skills Center Campus,25.50406,-80.437371
Wongu University of Oriental Medicine,36.03274,-115.117581
Alabama School of Nail Technology & Cosmetology,31.50997,-87.893386
International Diving Institute,32.858809,-79.959192
Tulsa Technology Center,36.113428,-95.887481
Ross Medical Education Center-Elyria,41.386445,-82.105702
Ross Medical Education Center-Lafayette,40.38849,-86.845131
Ross Medical Education Center-Midland,43.641877,-84.258017
Paul Mitchell the School-Webster,29.527723,-95.126497
Paul Mitchell the School-Nampa,43.613794,-116.594823
House of Heavilin Beauty College-Academy of Beauty Professionals,43.05541,-89.490781
House of Heavilin Beauty College-Academy of Beauty Professionals,44.266271,-88.461527
House of Heavilin Beauty College-Academy of Beauty Professionals,44.52349,-88.097926
Kenneth Shuler School of Cosmetology-Goose Creek,33.035472,-80.065725
Clovis Community College,36.88686,-119.731261
Boca Beauty Academy-Parkland,26.321755,-80.203872
American Beauty Academy-West Valley Campus,40.692128,-111.938189
Caribbean Aviation Training Institute Inc,18.437676,-65.993819
The College of Health Care Professions-McAllen Campus,26.239856,-98.234872
Chamberlain University-North Carolina,35.13766,-80.931971
Chamberlain University-California,38.596193,-121.278258
Spartan College of Aeronautics and Technology,33.990127,-117.408335
Harris School of Business-Danbury,41.39325,-73.450097
Institute of Beauty Occupations and Technology Course-San Sebastian,18.335857,-67.007092
Milan Institute-Bakersfield West,35.388152,-119.038111
Purdue University Global-Indianapolis,39.91844,-86.109501
Purdue University Global-Milwaukee,43.038608,-87.913354
Pima Medical Institute-Dillon,45.208156,-112.641211
Arthur's Beauty College-Jonesboro,35.817823,-90.68152
West Coast University-Center for Graduate Studies,34.081505,-118.29131
Piedmont International University,36.087962,-80.250153
National Personal Training Institute-Tampa,28.02675,-82.528321
Presbyterian Theological Seminary in America,33.88856,-118.047065
Health Career Institute,26.702663,-80.085147
Southern States University,32.767544,-117.201297
Great Lakes Truck Driving School,41.314265,-81.96805
America Evangelical University,34.041239,-118.308661
Gadsden Technical Institute,30.577656,-84.578905
Virginia University of Integrative Medicine,38.844541,-77.269749
Nashville Film Institute,36.135712,-86.748045
Los Angeles Academy of Figurative Art,34.208209,-118.5021
Westcliff University,33.697112,-117.835761
World Class Academy of Beauty Careers,30.412845,-84.2909
Allied Health Careers Institute,35.827799,-86.391495
Sacramento Ultrasound Institute,38.604405,-121.383597
Medical Prep Institute of Tampa Bay,28.033188,-82.43286
Elite Institute of Cosmetology,38.745552,-82.994163
Regan Career Institute,34.070176,-118.030152
Bolivar Technical College,37.623766,-93.421572
Baldy View Regional Occupational Program,34.046457,-117.636712
MAK Beauty Institute,34.186371,-84.143912
Reformed University,33.971966,-84.07814
Mobile Technical Training,40.857008,-74.04968
American Barber Academy,40.32229,-75.930347
Master's Barber & Styling College,36.219691,-86.571436
Yeshiva Shaar Ephraim,41.116935,-74.060858
California Institute of Arts & Technology,32.770776,-117.134199
Elite Cosmetology Barber & Spa Academy,46.584032,-120.54382
Cutting Edge Academy,40.86887,-74.644718
Yeshiva Bais Aharon,40.101002,-74.203094
Mechon L'hoyroa,41.117029,-74.058177
My Beauty & Barber College,38.473648,-121.431533
Elyon College,40.611081,-73.980593
C. Alexander School of Cosmetology,34.719184,-92.342778
Western Michigan University Homer Stryker M.D. School of Medicine,42.289571,-85.57943
Harmony Health Care Institute,42.804167,-71.488336
American Beauty Schools,25.761572,-80.327707
Hogan Institute of Cosmetology and Esthetics,33.896591,-84.141162
J's Barber College,29.993445,-91.829017
Ann Webb Skin Institute,30.419687,-97.751895
Apex Academy Hair Skin Nails School of Cosmetology,40.771672,-82.577702
The Esthetic Institute,38.914385,-77.234171
Kor Beauty Academy,33.634726,-112.220934
EduMed Partners,36.299536,-86.700979
Massage Institute of Memphis,35.134871,-89.992526
Digital Media Institute at InterTech,32.480613,-93.771686
Yeshiva Ohr Naftoli,41.456984,-74.046291
Bais Medrash Mayan Hatorah,40.107414,-74.204332
Allgood Beauty Institute,33.15731,-96.804131
Ray J's College of Hair,30.464941,-91.111011
Delta Designs Cosmetology School,35.232221,-90.785831
Gwinnett Institute,28.571233,-81.208356
Career Quest Learning Center-Mt. Pleasant,43.580687,-84.768341
Kansas City University of Medicine and Biosciences-Joplin,37.057686,-94.527028
Manuel and Theresa's School of Hair Design,30.176143,-96.387591
Cincinnati School of Barbering & Hair Design Inc,39.206754,-84.582563
L Makeup Institute,36.166597,-115.286321
Peloton College,32.758324,-97.092451
Northern Technical College,34.214189,-91.979767
Purdue University Global-St. Louis,38.690763,-90.449121
Purdue University Northwest,41.584324,-87.474236
Ross Medical Education Center - Kalamazoo,42.290629,-85.651779
Ross College-Canton,40.844938,-81.429021
Ross Medical Education Center-Grand Rapids North,43.035323,-85.629017
East-West University,44.88177,-88.631351
American Institute-Somerset,40.55089,-74.544122
Platt College-Anaheim,33.809417,-117.878211
Advantage Career Institute,40.279075,-74.049694
Bull City Durham Beauty and Barber College,35.991746,-78.920059
Fortis College-Cutler Bay,25.585653,-80.363995
Yeshiva Kollel Tifereth Elizer,40.637096,-73.992171
Strand Institute of Beauty & Esthetics,27.878924,-97.319593
Arkansas Welding Academy,34.883474,-92.139911
Unitech Training Academy-Baton Rouge,30.417257,-91.063026
National American University-Garden City,37.970526,-100.849205
National American University-Career Point College Teachout Site,29.493372,-98.551158
Empire Beauty School-Tampa,27.941959,-82.338274
Empire Beauty School-Lakeland,28.108318,-81.973025
Advanced College-Stockton,38.025552,-121.29453
Galen College of Nursing-ARH,37.285896,-83.205298
The Chicago School of Professional Psychology at San Diego,32.718575,-117.167054
Tricoci University of Beauty Culture-Janesville,42.679712,-89.04895
Unlimited Cosmetology School,31.325283,-89.304277
Johnny Matthew's Hairdressing Training School,44.941812,-123.038361
The Culinary School of Fort Worth,32.724044,-97.428672
Centralia Beauty College,46.714769,-122.955164
University of Wisconsin-Milwaukee Flex,43.076848,-87.880488
University of Wisconsin-Parkside Flex,42.645603,-87.855007
University of Wisconsin Colleges Flex,43.068214,-89.39859
Platt College-Edge Tech Academy,32.834122,-97.196111
Bnos Zion Of Bobov Seminary,40.633353,-73.991157
Carolina Career College,35.880955,-78.851904
ABC Adult School,33.878179,-118.070114
Polytech Adult Education,39.07213,-75.545942
Blush School of Makeup,37.794885,-122.399413
Oikos University,37.742256,-122.199689
California Institute of Medical Science,36.823455,-119.754762
Union Bible College,40.038757,-86.126025
Pets Playground Grooming School,26.248045,-80.100676
San Bernardino Beauty College,34.110518,-117.285521
Christina and Company Education Center,40.414052,-86.815349
Institute of Medical Ultrasound,33.760209,-84.387059
Mystros Barber Academy,30.014,-95.453049
European Medical School of Massage,40.319453,-76.008411
Yeshiva Gedolah Tiferes Boruch,40.619593,-74.4346
Yeshiva Chemdas Hatorah,40.063509,-74.229304
Women's Institute of Torah Seminary,39.361349,-76.699496
Yeshiva Gedolah Keren Hatorah,40.109281,-74.184418
International College of Holistic Studies,32.721303,-117.16679
Neo-Esthetique European Institute,18.363811,-66.057521
Lehigh Valley Barber School,40.639992,-75.346918
International Barber College,33.306101,-111.966375
Brown Beauty Barber School,33.399873,-86.953134
Rexburg College of Massage Therapy,43.812616,-111.80319
Yeshiva Gedolah of Cliffwood,40.442213,-74.224235
Goshen School of Cosmetology,33.755417,-90.713781
IBS School of Cosmetology and Massage,20.892857,-156.462848
UR Beauty & Barber Academy,27.535842,-81.503571
Urban Barber College,37.975087,-122.03909
Yeshivas Emek Hatorah,40.112501,-74.232083
Transitions Career Institute School of Nursing,40.770561,-73.836391
Suncoast Technical Education Center,28.488302,-82.463419
Stacey James Institute,39.533193,-104.794689
Meridian University,38.230878,-122.640029
Seminary Bnos Chaim,40.098481,-74.246731
Avenue Academy A Cosmetology Institute,35.107227,-106.570491
Salon Professional Academy of San Antonio,29.59369,-98.47
Red Lake Nation College,47.880085,-95.009828
Princess Institute of Beauty,36.603678,-119.431745
Vogue International Academy,29.734596,-95.639237
Independent Training & Apprenticeship Program,38.572171,-121.327728
Victory Career College,33.854769,-118.291723
Winonah's International School of Cosmetology,33.370224,-86.801546
Yeshiva Gedola Tiferes Yerachmiel,40.1037,-74.194376
Southeastern Esthetics Institute,34.000033,-81.039093
Installer Institute,29.254565,-81.046805
Caris College,38.326417,-85.710165
Contra Costa Medical Career College,37.976815,-121.801607
Anousheh School of Hair,42.087554,-75.917306
Another Level Barbering and Cosmetology School,37.228645,-77.403817
The Salon Professional Academy-Georgetown,30.635778,-97.688068
Elite Academy of Hair Design,40.014519,-80.744005
Champion Christian College,34.499589,-93.065945
DSDT,42.325621,-83.081501
The Salon Professional Academy-Delray Beach,26.46095,-80.119045
Lynnes Welding Training-Bismarck,46.756353,-100.754736
Toni & Guy Hairdressing Academy-Idaho,47.70594,-116.793653
No Grease Barber School,35.224657,-80.891804
Pima Medical Institute-San Marcos,33.136906,-117.160199
Bryant & Stratton College-Racine,42.717969,-87.865106
EDP University of Puerto Rico-Villalba,18.109811,-66.505648
National American University-Killeen,31.101727,-97.742521
Wade Gordon Hairdressing Academy,35.183525,-101.934619
Chicago School of Professional Psychology at Dallas,32.979753,-96.75721
American Massage & Bodywork Institute,38.926154,-77.244736
KCK Beauty & Barber Academy,30.428106,-81.652099
California College of Barbering and Cosmetology,38.000486,-121.293795
Texas Tech University Health Sciences Center-El Paso,31.771891,-106.43122
Ponce Health Sciences University-Centro Universitario de San Juan,18.441175,-66.059619
The College of Health Care Professions-South San Antonio,29.356217,-98.524797
Innovate Salon Academy,40.26517,-74.802873
Chamberlain University-Louisiana,29.962307,-90.152655
Drury University-College of Continuing Professional Studies,37.218523,-93.286693
Global Medical & Technical Training Institute,25.779693,-80.225343
Salon Success Academy-West Covina,34.070568,-117.933801
Indiana Institute of Technology-College of Professions Studies,41.076613,-85.115424
Advantage Technical College,18.454692,-66.081082
Institute of Culinary Education,34.144829,-118.139351
